Party,Title,Topic,Stance,Content
Πλεύση_Ελευθερίας,Νομοσχέδιο για την ΕΥΠ (Μετά την υπόθεση των υποκλοπών) (2022),Θεσμοί / Διαφάνεια,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την ΕΥΠ (Μετά την υπόθεση των υποκλοπών) (2022)' που αφορά την κατηγορία: Θεσμοί / Διαφάνεια.
ΜέΡΑ25,Νομοσχέδιο για την ΕΥΠ (Μετά την υπόθεση των υποκλοπών) (2022),Θεσμοί / Διαφάνεια,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την ΕΥΠ (Μετά την υπόθεση των υποκλοπών) (2022)' που αφορά την κατηγορία: Θεσμοί / Διαφάνεια.
Φωνή_Λογικής,Νομοσχέδιο για την ΕΥΠ (Μετά την υπόθεση των υποκλοπών) (2022),Θεσμοί / Διαφάνεια,ΠΑΡΩΝ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΠΑΡΩΝ' στο νομοσχέδιο 'Νομοσχέδιο για την ΕΥΠ (Μετά την υπόθεση των υποκλοπών) (2022)' που αφορά την κατηγορία: Θεσμοί / Διαφάνεια.
Εθνικό_Κόμμα_Έλληνες,Νομοσχέδιο για την ΕΥΠ (Μετά την υπόθεση των υποκλοπών) (2022),Θεσμοί / Διαφάνεια,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την ΕΥΠ (Μετά την υπόθεση των υποκλοπών) (2022)' που αφορά την κατηγορία: Θεσμοί / Διαφάνεια.
ΝΔ,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΕΛΑΣ,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΠΑΣΟΚ,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΚΚΕ,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
Ελληνική_Λύση,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
Πλεύση_Ελευθερίας,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΜέΡΑ25,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
Φωνή_Λογικής,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
Εθνικό_Κόμμα_Έλληνες,Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Περιβαλλοντικό Νομοσχέδιο (Αλλαγές σε ζώνες NATURA) (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΝΔ,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
ΕΛΑΣ,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
ΠΑΣΟΚ,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
ΚΚΕ,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
Ελληνική_Λύση,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
Πλεύση_Ελευθερίας,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
ΜέΡΑ25,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
Φωνή_Λογικής,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΠΑΡΩΝ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΠΑΡΩΝ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
Εθνικό_Κόμμα_Έλληνες,Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023),Κράτος,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Επιλογή Διοικήσεων στο Δημόσιο (Νόμος Κεραμέως) (2023)' που αφορά την κατηγορία: Κράτος.
ΝΔ,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
ΕΛΑΣ,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
ΠΑΣΟΚ,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΥΠΕΡ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
ΚΚΕ,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
Ελληνική_Λύση,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
Πλεύση_Ελευθερίας,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
ΜέΡΑ25,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
Φωνή_Λογικής,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΚΑΤΑ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
Εθνικό_Κόμμα_Έλληνες,Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022),Ενέργεια,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εθνικός Κλιματικός Νόμος (Στόχοι Απολιγνιτοποίησης) (2022)' που αφορά την κατηγορία: Ενέργεια.
ΝΔ,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
ΕΛΑΣ,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
ΠΑΣΟΚ,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
ΚΚΕ,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
Ελληνική_Λύση,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΥΠΕΡ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
Πλεύση_Ελευθερίας,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
ΜέΡΑ25,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
Φωνή_Λογικής,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
Εθνικό_Κόμμα_Έλληνες,Συνεπιμέλεια Τέκνων (2021),Κοινωνική Πολιτική,ΥΠΕΡ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Συνεπιμέλεια Τέκνων (2021)' που αφορά την κατηγορία: Κοινωνική Πολιτική.
ΝΔ,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
ΕΛΑΣ,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
ΠΑΣΟΚ,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
ΚΚΕ,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
Ελληνική_Λύση,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
Πλεύση_Ελευθερίας,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
ΜέΡΑ25,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
Φωνή_Λογικής,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
Εθνικό_Κόμμα_Έλληνες,Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021),Ασφαλιστικό,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Ιδιωτικοποίηση Επικουρικής Ασφάλισης (Ίδρυση ΤΕΚΑ) (2021)' που αφορά την κατηγορία: Ασφαλιστικό.
ΝΔ,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
ΕΛΑΣ,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
ΠΑΣΟΚ,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
ΚΚΕ,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
Ελληνική_Λύση,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
Πλεύση_Ελευθερίας,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
ΜέΡΑ25,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
Φωνή_Λογικής,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
Εθνικό_Κόμμα_Έλληνες,Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024),Οικονομία / Στέγαση,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αλλαγές στη Golden Visa (Αύξηση ορίων) (2024)' που αφορά την κατηγορία: Οικονομία / Στέγαση.
ΝΔ,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
ΕΛΑΣ,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΠΑΡΩΝ,Το κόμμα ΕΛΑΣ ψήφισε 'ΠΑΡΩΝ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
ΠΑΣΟΚ,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΥΠΕΡ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
ΚΚΕ,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
Ελληνική_Λύση,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΥΠΕΡ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
Πλεύση_Ελευθερίας,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΠΑΡΩΝ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΠΑΡΩΝ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
ΜέΡΑ25,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
Φωνή_Λογικής,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
Εθνικό_Κόμμα_Έλληνες,Μείωση ΕΝΦΙΑ (2019-2022),Οικονομία,ΥΠΕΡ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Μείωση ΕΝΦΙΑ (2019-2022)' που αφορά την κατηγορία: Οικονομία.
ΝΔ,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΕΛΑΣ,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΠΑΣΟΚ,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΚΚΕ,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
Ελληνική_Λύση,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
Πλεύση_Ελευθερίας,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
ΜέΡΑ25,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
Φωνή_Λογικής,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
Εθνικό_Κόμμα_Έλληνες,Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020),Περιβάλλον,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Εκτός σχεδίου δόμηση / Πολεοδομικός Νόμος (2020)' που αφορά την κατηγορία: Περιβάλλον.
